Identificativo univoco del prodotto (della versione master);ID prodotto;Handle (della versione master);Status di validazione;Titolo;Anno di pubblicazione;Data di creazione;Data Ahead of Print;Tipologia (definita da IRIS);Tipologia (collezione);Sottotipologia;Status di pubblicazione;Presenza coautori internazionali;Tutti gli autori/Curatori;Nr autori/Curatori (numero);contributors: autori/curatori di journal/serie di fascia A;Rilevanza nazionale/internazionale;Tipo di referaggio;Carattere della pubblicazione;SSD del prodotto;Lingua (codice);Rivista/Serie: ISSN;URL;DOI;Formato;codice: ISBN;Abstract;Parole chiave;brevetto: Data di deposito;Centro di ricerca;autore: ID persona (IRIS);Parole chiave - ERC (concatenazione) - autore;scopus: Nr citazioni;wos: Identificativo;scopus: Identificativo;wos: Nr citazioni;wos: affiliations;u-gov: Classificazione ausiliaria 1;wos: Valore Impact factor;Presenza Impact Factor (indicato nei metadati- manuale);wos: Valore Impact factor (riferito all'ultimo anno disponibile)
16443;16443;2318/29001;Validazione non prevista (pubblicato);SCORM courseware adaptation on the Semantic Web;2004;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; V. PATTI; L. TORASSO";4;;Nazionale;;;;eng;;;;;;;;;;16878;;;;;;;;;no;
16443;16443;2318/29001;Validazione non prevista (pubblicato);SCORM courseware adaptation on the Semantic Web;2004;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; V. PATTI; L. TORASSO";4;;Nazionale;;;;eng;;;;;;;;;;27616;;;;;;;;;no;
16444;16444;2318/28942;Validazione non prevista (pubblicato);Guideline adaptation to cultural/local contexts: towards a computer-assisted approach;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"L. ANSELMA; G. CORRENDO; P. TERENZIANI; S. MONTANI; A. BOTTRIGHI; M. TORCHIO; G. MOLINO";7;;Internazionale;;;;eng;;http://www.g-i-n.net/index.cfm?fuseaction=news&fusesubaction=article&documentid=60&articleID=146;;;;;;;;10047;"PE6_7 - Artificial intelligence, intelligent systems, natural language processing (erc_2022) ; PE6_10 - Web and information systems, data management systems, information retrieval and digital libraries, data fusion (erc_2022)";;;;;;;;no;
16446;16446;2318/28949;Validazione non prevista (pubblicato);Verification of protocol conformance and agent interoperability;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; A. MARTELLI; C. BAROGLIO; V. PATTI";4;;Internazionale;;;;eng;;;;;;Il workshop è riconosciuto da diversi anni come punto di eccellenza per la comunità di logica computazionale e sistemi multi agenti. Atti referati da comitato internazionale.;;;;15285;;;WOS:000237506800015;;15;;;;no;
16446;16446;2318/28949;Validazione non prevista (pubblicato);Verification of protocol conformance and agent interoperability;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; A. MARTELLI; C. BAROGLIO; V. PATTI";4;;Internazionale;;;;eng;;;;;;Il workshop è riconosciuto da diversi anni come punto di eccellenza per la comunità di logica computazionale e sistemi multi agenti. Atti referati da comitato internazionale.;;;;16878;;;WOS:000237506800015;;15;;;;no;
16446;16446;2318/28949;Validazione non prevista (pubblicato);Verification of protocol conformance and agent interoperability;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; A. MARTELLI; C. BAROGLIO; V. PATTI";4;;Internazionale;;;;eng;;;;;;Il workshop è riconosciuto da diversi anni come punto di eccellenza per la comunità di logica computazionale e sistemi multi agenti. Atti referati da comitato internazionale.;;;;27616;;;WOS:000237506800015;;15;;;;no;
16447;16447;2318/28950;Validazione non prevista (pubblicato);Extensions of Tableau calculi for preference-based conditional logics;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"L. GIORDANO; V. GLIOZZI; N. OLIVETTI; C. SCHWIND";4;;Internazionale;;;;eng;;;;;;;;;;16214;;;;;;;;;no;
16448;16448;2318/28966;Validazione non prevista (pubblicato);Decision-theoretic deliberation in resource bounded self-aware agents;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"G. BOELLA; L. VAN DER TORRE; J. HULSTIJN";3;;Internazionale;;;;eng;;;;;;Principale conferenza di Intelligenza Artificiale sul tema del ragionamento sul senso comune;;;;17629;;;;;;;;;no;
16449;16449;2318/28967;Validazione non prevista (pubblicato);Constitutive Norms in the Design of Normative Multiagent Systems;2005;;;info:eu-repo/semantics/bookPart;02A-Contributo in volume;;;;"G. BOELLA; L. VAN DER TORRE";2;;Internazionale;;;;eng;;;;;;Verranno pubblicati postproceeding LNCS;;;;17629;;;;;;;;;no;
16450;16450;2318/28968;Validazione non prevista (pubblicato);User-Centered Design and Evaluation of Adaptive Systems;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;C. GENA;1;;Internazionale;;;;eng;;;;;;;;;;13998;"PE6_9 - Human computer interaction and interface, visualisation (erc_2022) ; PE7_10 - Robotics (erc_2022)";;;;;;;;no;
16451;16451;2318/29052;Validazione non prevista (pubblicato);A State Abstraction for Coordination in Java-like Languages;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"F. DAMIANI; E. GIACHINO; P. GIANNINI; N. CAMERON; S. DROSSOPOULOU";5;;Internazionale;;;;eng;;"http://www.cs.ru.nl/ftfjp/; http://www.cs.ru.nl/ftfjp/2006/index.html; http://www.di.unito.it/~damiani/papers/ftfjp06.html";;;;"Objects' state, intended as some abstraction over the value of fields, is always in the mind of a COOL (Concurrent Object-Oriented Language) programmer. In fact, as the state of an object changes so does its coordination behaviour.
We introduce a language feature for expressing the notion of state in Java-like languages. The proposed feature takes the form of state class, a new kind of class, equipped with a static type and effect system guaranteeing that during the execution of a method on a receiver o: (1) Even though the state of o may vary through states with different parameters, no attempt will be made to access non-existing parameters, and (2) No method invoked on a receiver different from this may cause (through method calls on o) a change in the state of o.";"Concurrent Object-Oriented Language; Type system";;;17640;;;;;;;;;no;
16452;16452;2318/28969;Validazione non prevista (pubblicato);Advanced treatment of temporal phenomena in clinical guidelines;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"P. TERENZIANI; L. ANSELMA; A. BOTTRIGHI; S. MONTANI";4;;Internazionale;;;;eng;;http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1839253;;;;Temporal constraints play a fundamental role in clinical guidelines. We sketch a computer-based temporal framework to represent temporal information in the guidelines, and to support different forms of inference and query-answering (which, e.g., might help in physician decision making).;;;;10047;"PE6_7 - Artificial intelligence, intelligent systems, natural language processing (erc_2022) ; PE6_10 - Web and information systems, data management systems, information retrieval and digital libraries, data fusion (erc_2022)";1;;2-s2.0-34748847391;;;;;no;
16454;16454;2318/29054;Validazione non prevista (pubblicato);Dynamic TAG and lexical dependencies;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"A. MAZZEI; V. LOMBARDO; P. STURT";3;;Internazionale;;;;eng;;;;;;;;;;10074;;15;;2-s2.0-35548965119;;;;;no;
16454;16454;2318/29054;Validazione non prevista (pubblicato);Dynamic TAG and lexical dependencies;2005;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"A. MAZZEI; V. LOMBARDO; P. STURT";3;;Internazionale;;;;eng;;;;;;;;;;17109;;15;;2-s2.0-35548965119;;;;;no;
16455;16455;2318/29055;Validazione non prevista (pubblicato);Interaction Protocols and Capabilities: a preliminary report;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_PPSWR.pdf;;;;;;;12588;;5;WOS:000241555100005;2-s2.0-33845205250;2;;;;no;
16455;16455;2318/29055;Validazione non prevista (pubblicato);Interaction Protocols and Capabilities: a preliminary report;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_PPSWR.pdf;;;;;;;15285;;5;WOS:000241555100005;2-s2.0-33845205250;2;;;;no;
16455;16455;2318/29055;Validazione non prevista (pubblicato);Interaction Protocols and Capabilities: a preliminary report;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_PPSWR.pdf;;;;;;;16878;;5;WOS:000241555100005;2-s2.0-33845205250;2;;;;no;
16455;16455;2318/29055;Validazione non prevista (pubblicato);Interaction Protocols and Capabilities: a preliminary report;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_PPSWR.pdf;;;;;;;27616;;5;WOS:000241555100005;2-s2.0-33845205250;2;;;;no;
16456;16456;2318/29059;Validazione non prevista (pubblicato);The Need of Capability Requirements Inside Choreographies and Interaction Protocols;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_SOT.pdf;;;;;;;12588;;;;;;;;;no;
16456;16456;2318/29059;Validazione non prevista (pubblicato);The Need of Capability Requirements Inside Choreographies and Interaction Protocols;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_SOT.pdf;;;;;;;15285;;;;;;;;;no;
16456;16456;2318/29059;Validazione non prevista (pubblicato);The Need of Capability Requirements Inside Choreographies and Interaction Protocols;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_SOT.pdf;;;;;;;16878;;;;;;;;;no;
16456;16456;2318/29059;Validazione non prevista (pubblicato);The Need of Capability Requirements Inside Choreographies and Interaction Protocols;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; A. MARTELLI; V. PATTI; C. SCHIFANELLA";5;;Internazionale;;;;eng;;;http://www.di.unito.it/~argo/papers/2006_SOT.pdf;;;;;;;27616;;;;;;;;;no;
16457;16457;2318/72449;Validazione non prevista (pubblicato);A Personalization Service for Curriculum Planning;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; I. BRUNKHORST; N. HENZE; E. MARENGO; V. PATTI";6;;Internazionale;;;;eng;;;http://web1.bib.uni-hildesheim.de/edocs/2007/521999812/meta/;;;"In this work we describe a “semantic personalization”
web service for curriculum planning. Based
on a semantic annotation of a set of courses, provided
by the University of Hannover, reasoning
about actions and change —in particular classical
planning— are exploited for creating personalized
curricula, i.e. for selecting and sequencing
a set of courses which will allow a student to
achieve her learning goal. The specific student’s
context is taken into account during the process:
students with different initial knowledge will be
suggested different solutions. The Curriculum
Planning Service has been integrated as a new
plug-and-play personalization service in the Personal
Reader framework.";"Personalization; Logics; Web-Service; Reasoning";;;15285;;13;;2-s2.0-84874010610;;;;;no;
16457;16457;2318/72449;Validazione non prevista (pubblicato);A Personalization Service for Curriculum Planning;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; I. BRUNKHORST; N. HENZE; E. MARENGO; V. PATTI";6;;Internazionale;;;;eng;;;http://web1.bib.uni-hildesheim.de/edocs/2007/521999812/meta/;;;"In this work we describe a “semantic personalization”
web service for curriculum planning. Based
on a semantic annotation of a set of courses, provided
by the University of Hannover, reasoning
about actions and change —in particular classical
planning— are exploited for creating personalized
curricula, i.e. for selecting and sequencing
a set of courses which will allow a student to
achieve her learning goal. The specific student’s
context is taken into account during the process:
students with different initial knowledge will be
suggested different solutions. The Curriculum
Planning Service has been integrated as a new
plug-and-play personalization service in the Personal
Reader framework.";"Personalization; Logics; Web-Service; Reasoning";;;16878;;13;;2-s2.0-84874010610;;;;;no;
16457;16457;2318/72449;Validazione non prevista (pubblicato);A Personalization Service for Curriculum Planning;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; I. BRUNKHORST; N. HENZE; E. MARENGO; V. PATTI";6;;Internazionale;;;;eng;;;http://web1.bib.uni-hildesheim.de/edocs/2007/521999812/meta/;;;"In this work we describe a “semantic personalization”
web service for curriculum planning. Based
on a semantic annotation of a set of courses, provided
by the University of Hannover, reasoning
about actions and change —in particular classical
planning— are exploited for creating personalized
curricula, i.e. for selecting and sequencing
a set of courses which will allow a student to
achieve her learning goal. The specific student’s
context is taken into account during the process:
students with different initial knowledge will be
suggested different solutions. The Curriculum
Planning Service has been integrated as a new
plug-and-play personalization service in the Personal
Reader framework.";"Personalization; Logics; Web-Service; Reasoning";;;24215;;13;;2-s2.0-84874010610;;;;;no;
16457;16457;2318/72449;Validazione non prevista (pubblicato);A Personalization Service for Curriculum Planning;2006;;;info:eu-repo/semantics/conferenceObject;04A-Conference paper in volume;;;;"M. BALDONI; C. BAROGLIO; I. BRUNKHORST; N. HENZE; E. MARENGO; V. PATTI";6;;Internazionale;;;;eng;;;http://web1.bib.uni-hildesheim.de/edocs/2007/521999812/meta/;;;"In this work we describe a “semantic personalization”
web service for curriculum planning. Based
on a semantic annotation of a set of courses, provided
by the University of Hannover, reasoning
about actions and change —in particular classical
planning— are exploited for creating personalized
curricula, i.e. for selecting and sequencing
a set of courses which will allow a student to
achieve her learning goal. The specific student’s
context is taken into account during the process:
students with different initial knowledge will be
suggested different solutions. The Curriculum
Planning Service has been integrated as a new
plug-and-play personalization service in the Personal
Reader framework.";"Personalization; Logics; Web-Service; Reasoning";;;27616;;13;;2-s2.0-84874010610;;;;;no;
